year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2,hincome,popsize,region,msa,direl,notify,weapon,weapcat,newcrime,newoff,seriousviolent,injury,treatment,vicservices,locationr
2018,1412.71117,2,1,2,1,5,4,7,4,4,1,3,3,2,0,1,4,2,0,0,2,5
2018,2679.17618,1,2,2,2,6,1,2,1,3,3,3,1,2,0,1,4,2,0,0,2,1
2018,1337.16774,1,1,2,1,8,2,7,0,2,2,4,2,1,1,1,3,1,0,0,2,1
2018,9794.7301,2,1,2,1,7,2,88,1,3,2,1,2,2,0,1,4,2,0,0,1,1
2018,21414.85577,2,1,2,1,7,4,88,1,1,3,3,1,2,0,1,4,2,0,0,2,1
2018,3367.20523,1,3,2,3,5,4,3,1,4,1,4,1,1,1,1,3,1,0,0,2,3
2018,2891.56445,2,1,1,4,6,2,88,5,4,1,1,2,2,0,1,4,2,0,0,2,1
2018,2577.10346,1,1,2,1,7,2,4,2,4,1,3,2,2,0,1,4,2,0,0,2,5
2018,4719.02194,2,1,1,4,1,1,6,2,4,1,2,1,2,0,1,1,1,1,1,1,1
2018,2711.37544,1,1,1,4,7,3,4,1,4,2,4,1,3,5,1,4,2,1,1,2,1
2018,2511.32125,2,1,2,1,6,5,3,2,4,1,3,2,1,1,1,1,1,0,0,2,1
2018,2776.81354,1,1,2,1,6,2,88,2,4,2,4,1,2,0,1,4,2,0,0,2,5
2018,3159.31471,1,1,2,1,6,1,5,1,4,1,4,2,2,0,1,4,2,0,0,2,3
2018,1783.25191,1,1,2,1,7,2,88,0,2,2,4,1,1,1,1,3,1,0,0,2,3
2018,2412.71973,1,1,2,1,7,4,5,0,3,3,3,1,3,5,1,4,2,0,0,2,1
2018,2412.71973,1,1,2,1,7,4,5,0,3,3,3,1,3,5,1,4,2,0,0,2,1
2018,6554.632,1,1,2,1,2,1,7,1,3,2,3,2,3,5,1,4,2,0,0,2,4
2018,3352.0648,2,1,2,1,7,4,5,0,3,2,4,3,3,5,1,4,2,0,0,2,3
2018,4627.96271,1,3,1,4,5,1,4,4,4,1,4,2,1,2,1,3,1,0,0,2,3
2018,3154.30175,1,1,1,4,7,2,5,2,3,2,4,1,3,5,1,2,1,1,2,2,2
2018,1404.99787,2,1,2,1,7,4,7,1,2,2,3,2,2,0,1,4,2,0,0,2,5
2018,2081.83027,2,1,2,1,6,3,88,1,3,2,4,2,1,1,1,3,1,0,0,2,3
2018,2498.18648,2,2,2,2,4,1,7,2,2,2,4,2,2,0,1,4,2,0,0,2,3
2018,1693.50193,1,1,2,1,5,1,5,0,2,2,1,1,2,0,2,5,3,0,0,2,1
2018,1693.50193,1,1,2,1,5,1,5,0,2,2,1,1,2,0,1,4,2,0,0,2,1
2018,8550.06582,2,1,2,1,7,4,4,2,2,1,4,1,2,0,1,4,2,0,0,2,1
2018,1660.9565,2,1,2,1,5,2,2,1,2,2,1,1,2,0,1,4,2,1,1,1,1
2018,1243.40135,2,3,2,3,6,2,88,0,2,2,1,1,1,1,1,3,1,1,2,2,1
2018,2493.26194,1,2,2,2,4,1,2,3,2,1,6,2,2,0,2,5,3,0,0,2,5
2018,1658.06967,1,3,2,3,5,1,2,4,4,1,4,2,2,0,1,4,2,1,1,2,3
2018,1026.12616,1,1,2,1,5,1,7,5,4,1,2,1,1,1,1,3,1,1,1,2,1
2018,1551.30474,1,1,1,4,7,2,88,1,4,2,4,1,2,0,1,4,2,0,0,2,3
2018,687.8098,1,1,2,1,7,2,7,2,4,1,4,2,2,0,1,4,2,0,0,2,5
2018,1139.3902,1,1,2,1,7,2,88,0,3,2,2,1,1,1,1,3,1,0,0,2,1
2018,503.77201,2,2,2,2,6,3,1,1,3,3,6,8,1,3,1,1,1,1,1,,5
2018,1324.65072,1,1,2,1,5,1,88,0,3,2,4,2,3,5,1,4,2,0,0,2,3
2018,2527.46399,1,1,2,1,4,1,88,1,1,2,5,2,2,0,1,4,2,1,1,2,3
2018,1551.05427,1,1,2,1,8,4,7,0,3,3,3,1,2,0,1,4,2,1,1,2,5
2018,1770.34809,2,1,1,4,8,3,88,5,3,1,3,1,2,0,1,4,2,1,1,2,1
2018,1770.34809,2,1,1,4,8,3,88,5,3,1,3,1,2,0,1,4,2,1,1,2,1
2018,915.11093,2,2,1,4,4,1,5,3,3,1,3,2,2,0,1,4,2,0,0,2,1
2018,915.11093,2,2,1,4,4,1,5,3,3,1,3,2,2,0,1,4,2,0,0,2,3
2018,761.04676,1,1,2,1,6,2,3,1,3,2,4,2,2,0,1,4,2,0,0,2,1
2018,1030.03019,2,1,2,1,7,1,3,1,3,1,6,2,1,3,1,2,1,0,0,2,1
2018,1030.03019,2,1,2,1,7,1,3,1,3,1,2,2,2,0,1,1,1,1,1,2,1
2018,1030.03019,2,1,2,1,7,1,3,1,3,1,3,2,2,0,1,1,1,1,1,2,1
2018,1030.03019,2,1,2,1,7,1,3,1,3,1,2,2,2,0,1,4,2,1,1,2,2
2018,1458.30384,1,2,2,2,6,2,6,1,3,2,4,2,2,0,1,4,2,0,0,2,3
2018,1377.9119,2,1,2,1,8,2,4,4,2,1,3,2,2,0,1,4,2,0,0,2,1
2018,2007.17208,2,1,2,1,6,4,3,1,2,2,1,1,2,0,1,4,2,1,2,1,3
2018,834.76295,1,1,2,1,7,2,88,0,3,3,4,1,1,3,1,3,1,1,2,2,1
2018,1591.07884,2,1,2,1,4,2,7,4,3,1,4,2,2,0,1,4,2,0,0,2,3
2018,1054.8556,1,1,2,1,7,2,88,1,2,1,5,1,2,0,1,4,2,0,0,2,3
2018,1878.10263,1,2,2,2,3,1,88,4,3,1,4,2,2,0,1,2,1,0,0,2,3
2018,3312.93209,1,1,2,1,5,1,2,1,2,3,4,1,2,0,1,4,2,0,0,2,1
2018,1406.72101,1,1,1,4,5,1,6,0,3,2,3,1,1,3,1,3,1,0,0,2,3
2018,1567.30413,1,3,2,3,6,2,5,1,3,2,3,1,2,0,1,3,1,1,2,2,5
2018,1567.30413,1,3,2,3,6,2,5,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2018,3267.98994,1,1,2,1,6,5,7,1,3,2,5,2,2,0,1,4,2,0,0,2,3
2018,1126.17431,1,1,2,1,7,4,5,2,3,1,3,1,2,0,1,4,2,1,2,2,1
2018,1106.92786,1,3,2,3,4,1,2,1,3,2,3,2,2,0,1,1,1,0,0,2,3
2018,2337.46653,2,1,2,1,5,1,7,4,1,1,4,2,3,5,1,4,2,0,0,2,3
2018,2720.55829,2,3,2,3,6,2,7,2,4,1,4,1,2,0,2,5,3,0,0,2,3
2018,2577.29223,2,2,2,2,8,3,5,2,4,1,2,1,2,0,1,2,1,1,1,2,1
2018,6007.84018,2,2,2,2,5,1,88,4,4,1,4,1,3,5,1,4,2,0,0,2,3
2018,3188.33597,1,1,2,1,1,1,7,1,4,2,3,2,2,0,1,4,2,0,0,2,4
2018,5110.20131,1,1,1,4,1,1,6,1,4,1,4,2,2,0,1,4,2,0,0,2,4
2018,2752.65026,1,3,2,3,6,2,6,1,4,2,6,1,2,0,1,4,2,0,0,2,3
2018,2802.20433,1,1,2,1,7,1,88,1,4,1,4,1,3,5,1,4,2,1,2,2,3
2018,3322.76276,1,1,2,1,6,4,88,0,4,2,3,2,2,0,1,1,1,0,0,,1
2018,3033.78606,2,1,1,4,7,2,4,2,4,2,5,2,2,0,1,4,2,0,0,2,1
2018,4498.73709,1,3,2,3,5,1,7,3,4,1,4,2,2,0,1,4,2,0,0,2,3
2018,3368.60931,2,1,1,4,4,1,5,5,4,1,4,2,2,0,1,4,2,0,0,2,2
2018,3029.86814,2,1,1,4,5,1,2,3,4,1,3,1,1,3,1,3,1,0,0,2,3
2018,2592.90909,1,1,2,1,4,1,4,0,1,2,4,2,2,0,1,4,2,0,0,2,5
2018,2592.90909,1,1,2,1,4,1,4,0,1,2,4,1,2,0,1,4,2,1,1,2,3
2018,2085.09784,1,1,2,1,4,1,6,1,2,2,4,2,3,5,1,4,2,0,0,2,5
2018,1623.9852,1,1,2,1,3,1,2,1,2,3,4,2,2,0,1,4,2,0,0,2,3
2018,12824.7529,2,1,2,1,4,2,7,2,3,1,4,2,2,0,1,4,2,0,0,2,3
2018,2290.23722,1,3,2,3,3,1,1,2,2,1,6,2,2,0,1,1,1,0,0,,5
2018,1272.82063,2,1,1,4,5,1,6,4,3,1,4,1,3,5,1,4,2,0,0,2,3
2018,2570.93188,2,1,2,1,8,4,7,1,3,2,4,1,2,0,2,5,3,0,0,2,3
2018,1107.87131,2,2,2,2,8,2,7,0,3,2,3,2,2,0,1,4,2,0,0,2,5
2018,887.3103,1,1,2,1,8,2,88,1,3,2,3,1,2,0,1,4,2,0,0,1,5
2018,2062.50529,1,1,2,1,1,1,6,0,3,2,4,2,2,0,1,4,2,0,0,2,4
2018,615.36091,2,1,2,1,7,2,7,0,2,2,4,1,1,1,1,3,1,0,0,2,3
2018,1079.99665,1,1,2,1,5,1,7,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2018,3274.30043,1,1,2,1,1,1,88,0,2,3,3,3,2,0,1,4,2,0,0,2,4
2018,873.67701,1,1,2,1,7,4,6,1,2,2,3,2,2,0,1,4,2,0,0,2,1
2018,1130.59481,2,2,2,2,4,1,88,4,2,1,1,1,3,5,1,3,1,1,2,2,1
2018,949.30084,2,1,2,1,3,1,2,1,2,1,1,2,2,0,1,4,2,0,0,2,2
2018,1701.27043,1,1,2,1,6,2,7,0,4,2,6,1,2,0,1,4,2,0,0,2,1
2018,639.77512,1,1,1,4,6,2,5,4,4,1,4,1,1,1,1,3,1,0,0,2,3
2018,800.54414,2,1,2,1,6,2,7,2,4,2,3,2,2,0,1,1,1,0,0,2,3
2018,722.36261,2,1,1,4,6,1,1,5,4,1,1,1,2,0,1,1,1,1,1,1,1
2018,722.36261,2,1,1,4,6,1,1,5,4,1,1,1,2,0,1,3,1,1,1,1,1
2018,1417.83444,1,1,2,1,5,1,6,1,3,2,2,1,1,2,1,3,1,0,0,2,1
2018,1048.22132,1,1,2,1,7,1,1,4,3,1,3,1,1,4,1,3,1,0,0,2,2
2018,856.87584,1,2,2,2,7,4,88,4,3,1,3,1,2,0,1,4,2,0,0,2,3
2018,884.38075,1,1,2,1,5,2,7,1,2,2,4,2,1,2,1,2,1,0,0,2,3
2018,1181.14865,2,2,2,2,6,1,1,3,2,1,1,1,1,3,1,3,1,1,2,2,1
2018,845.95156,2,2,2,2,8,4,2,1,3,2,3,1,2,0,1,4,2,0,0,2,1
2018,2200.46883,1,2,2,2,6,1,5,1,3,1,4,1,1,1,1,3,1,1,1,2,3
2018,13468.2288,1,1,2,1,6,5,2,1,2,3,2,2,3,5,1,4,2,0,0,2,3
2018,1786.93007,1,1,2,1,1,1,2,1,3,2,3,1,1,2,1,3,1,0,0,2,1
2018,1103.50447,1,1,1,4,1,1,5,4,3,1,3,1,2,0,1,4,2,0,0,2,4
2018,3688.06011,1,2,2,2,2,1,88,1,2,2,4,3,1,3,1,3,1,0,0,1,4
2018,1268.10487,2,1,2,1,8,4,2,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2018,1242.16835,1,1,2,1,6,2,6,1,2,2,4,1,2,0,1,4,2,0,0,2,3
2018,1859.0359,2,1,1,4,5,4,7,1,3,3,1,1,2,0,1,4,2,1,2,1,1
2018,12261.95,2,1,2,1,7,4,5,3,1,1,3,1,1,3,1,3,1,1,2,2,4
2018,1983.59964,2,1,2,1,4,1,6,2,3,1,3,2,2,0,1,4,2,0,0,1,5
2018,1093.20229,2,2,2,2,6,1,88,3,3,1,4,1,1,1,1,2,1,0,0,2,1
2018,1451.20304,1,1,2,1,7,2,6,1,3,3,3,2,2,0,1,4,2,0,0,2,3
2018,1638.69053,1,3,2,3,4,1,7,0,3,2,4,3,2,0,1,4,2,0,0,2,3
2018,1621.54883,1,1,2,1,6,2,7,1,3,2,4,1,1,1,1,2,1,0,0,2,3
2018,2076.6941,1,1,2,1,3,1,1,0,3,3,4,2,1,1,1,3,1,0,0,2,5
2018,2197.38825,1,1,2,1,2,1,6,0,1,2,5,1,2,0,1,4,2,0,0,2,4
2018,1778.47914,1,1,2,1,6,2,4,5,3,1,3,2,2,0,1,4,2,0,0,2,3
2018,2102.77887,1,2,2,2,6,1,6,5,1,1,4,2,2,0,1,4,2,0,0,2,3
2018,1321.953,2,1,2,1,5,2,1,1,2,3,1,1,2,0,1,4,2,1,2,2,1
2018,1849.43063,1,1,1,4,4,1,3,1,4,2,4,1,1,2,1,2,1,0,0,2,1
2018,5638.64715,1,3,2,3,1,1,7,1,2,2,3,2,2,0,1,4,2,1,1,1,4
2018,3643.59273,1,1,2,1,4,1,3,1,2,1,4,2,2,0,1,4,2,1,1,2,3
2018,2485.09197,2,1,2,1,4,4,5,3,4,1,4,2,2,0,1,1,1,1,1,2,3
2018,929.45063,2,1,2,1,7,2,7,3,4,1,4,1,1,2,1,3,1,0,0,2,3
2018,1416.18387,2,1,1,4,6,1,2,4,4,1,1,2,2,0,1,2,1,0,0,2,1
2018,5324.42473,2,1,2,1,4,1,4,1,2,3,5,2,3,5,1,4,2,1,1,2,4
2018,1155.56928,1,1,2,1,6,2,7,1,4,2,3,1,2,0,1,4,2,1,1,1,3
2018,1652.71554,1,1,2,1,4,1,1,1,4,2,2,2,2,0,1,4,2,1,1,2,2
2018,972.42606,1,3,2,3,4,2,5,1,4,1,4,2,2,0,1,4,2,0,0,2,1
2018,703.80218,2,1,2,1,7,4,7,0,3,2,4,1,2,0,1,4,2,0,0,2,5
2018,1046.6373,1,1,2,1,6,1,3,1,4,2,3,1,1,2,1,3,1,0,0,2,1
2018,20197.04502,1,2,2,2,6,2,7,3,3,1,3,1,2,0,1,4,2,0,0,2,4
2018,737.31332,1,2,2,2,8,5,1,3,2,1,3,1,2,0,1,4,2,0,0,2,1
2018,1546.63189,1,1,2,1,6,4,5,0,2,2,4,2,1,3,1,2,1,0,0,2,3
2018,2936.71258,2,1,2,1,5,4,3,0,2,3,1,2,2,0,1,4,2,0,0,2,1
2018,2936.71258,2,1,2,1,5,4,3,0,2,3,1,2,2,0,1,4,2,0,0,2,1
2018,1602.3386,2,1,2,1,7,3,6,2,2,1,4,2,3,5,1,4,2,1,1,2,3
2018,2963.45162,2,1,2,1,6,2,88,1,2,2,1,2,2,0,1,1,1,1,1,2,1
2018,2078.73843,2,1,2,1,7,88,5,0,2,2,1,2,2,0,1,4,2,0,0,2,1
2018,816.58437,1,1,2,1,8,2,6,1,4,2,3,1,3,5,1,1,1,0,0,2,1
2018,936.14913,2,2,2,2,6,5,4,5,1,1,4,1,3,5,1,2,1,0,0,2,3
2018,936.14913,2,2,2,2,6,5,4,5,1,1,4,2,1,1,1,2,1,0,0,2,3
2018,1870.17997,2,3,2,3,5,1,7,1,4,2,4,1,2,0,1,4,2,0,0,2,3
2018,1870.17997,2,3,2,3,5,1,7,1,4,2,4,1,1,1,1,3,1,0,0,1,5
2018,1732.07663,2,2,2,2,7,2,7,2,3,1,6,1,2,0,1,4,2,0,0,2,3
2018,1732.07663,2,2,2,2,7,2,7,2,3,1,6,1,2,0,1,4,2,0,0,2,3
2018,1732.07663,2,2,2,2,7,2,7,2,3,1,6,1,2,0,1,4,2,0,0,2,3
2018,8286.8181,2,1,2,1,3,1,6,1,2,2,3,2,2,0,1,4,2,1,1,2,3
2018,1668.01151,2,1,1,4,8,3,4,1,4,2,4,2,2,0,1,4,2,0,0,2,1
2018,1668.01151,2,1,1,4,8,3,4,1,4,2,4,2,2,0,1,4,2,0,0,2,1
2018,1668.01151,2,1,1,4,8,3,4,1,4,2,4,2,2,0,1,4,2,0,0,2,1
2018,1196.29113,2,1,2,1,3,1,2,1,2,1,3,2,2,0,1,1,1,1,1,2,2
2018,721.17192,2,1,2,1,7,2,7,1,2,2,4,1,2,0,1,4,2,1,1,2,3
2018,1880.749,1,1,1,4,1,1,6,1,2,2,3,2,2,0,1,4,2,0,0,2,4
2018,1445.21553,2,1,2,1,8,4,3,2,2,2,3,1,2,0,1,4,2,0,0,2,1
2018,4044.36968,1,1,2,1,7,5,88,0,3,2,4,1,3,5,1,4,2,0,0,2,3
2018,4044.36968,1,1,2,1,7,5,88,0,3,2,6,1,2,0,1,4,2,0,0,2,3
2018,3771.452,2,1,2,1,6,2,7,0,4,2,6,1,2,0,1,4,2,0,0,2,4
2018,4846.78485,1,3,2,3,6,1,6,1,4,2,4,3,2,0,1,4,2,0,0,2,1
2018,5172.32523,1,1,1,4,1,1,88,0,3,2,4,2,2,0,1,4,2,0,0,2,4
2018,2891.31163,2,1,2,1,3,1,1,2,3,1,1,2,2,0,1,4,2,0,0,1,3
2018,1856.47812,1,1,2,1,6,1,88,1,1,2,4,1,1,2,1,2,1,0,0,,1
2018,3826.42684,1,1,2,1,7,2,2,1,3,2,3,2,1,4,1,3,1,1,1,2,4
2018,763.31767,2,1,2,1,7,2,88,0,2,2,5,1,1,1,1,3,1,0,0,2,3
2018,808.55187,1,2,2,2,7,1,2,0,3,3,3,3,3,5,1,4,2,0,0,1,1
2018,1235.31251,1,1,2,1,6,2,88,1,3,2,4,1,1,1,1,2,1,1,2,2,3
2018,2598.5286,2,1,2,1,3,2,2,0,3,2,1,1,1,3,1,1,1,1,1,2,1
2018,2598.5286,2,1,2,1,3,2,2,0,3,2,1,1,2,0,1,1,1,1,2,2,1
2018,2598.5286,2,1,2,1,3,2,2,0,3,2,1,1,2,0,1,1,1,1,2,2,1
2018,1882.42523,2,1,2,1,6,2,7,1,3,1,3,1,1,4,1,3,1,0,0,2,1
2018,1806.85876,2,2,2,2,5,1,88,1,3,2,4,1,3,5,1,4,2,0,0,2,3
2018,2496.81878,2,3,1,4,7,2,3,1,3,2,4,1,1,2,1,3,1,1,2,2,1
2018,4241.32013,1,3,1,4,5,1,3,1,3,2,4,1,1,2,1,3,1,1,1,2,1
2018,1164.96892,2,1,2,1,7,2,2,0,3,3,3,1,1,2,1,3,1,0,0,2,2
2018,1164.96892,2,1,2,1,7,2,2,0,3,3,3,1,1,2,1,3,1,0,0,2,2
2018,1756.60504,2,1,2,1,5,4,2,0,3,3,1,1,2,0,1,4,2,1,1,2,1
2018,1756.60504,2,1,2,1,5,4,2,0,3,3,1,2,2,0,1,4,2,0,0,2,1
2018,1756.60504,2,1,2,1,5,4,2,0,3,3,1,2,2,0,1,4,2,0,0,2,1
2018,1756.60504,2,1,2,1,5,4,2,0,3,3,1,1,1,3,1,3,1,0,0,2,1
2018,1328.94495,1,1,2,1,5,2,2,0,3,3,3,1,2,0,1,4,2,1,2,2,2
2018,4520.67724,2,2,1,4,5,1,2,5,1,1,1,2,2,0,1,1,1,1,1,1,2
2018,4520.67724,2,2,1,4,5,1,2,5,1,1,1,2,2,0,1,1,1,0,0,1,2
2018,1387.11642,1,1,2,1,8,2,5,1,3,1,4,1,1,1,1,3,1,0,0,2,3
2018,1272.14458,2,1,2,1,7,2,88,0,3,2,4,1,3,5,1,4,2,0,0,2,3
2018,2443.90717,2,3,2,3,8,2,3,3,4,1,3,2,2,0,1,1,1,0,0,2,3
2018,3263.30784,2,1,2,1,7,2,7,1,1,2,4,3,2,0,1,4,2,1,2,2,4
2018,1631.29196,2,2,2,2,5,1,1,2,3,1,3,1,1,2,1,3,1,1,1,2,1
2018,2827.80991,1,1,1,4,7,4,1,1,3,1,4,2,2,0,1,4,2,0,0,2,3
2018,1599.07812,1,1,2,1,3,2,3,1,3,2,2,2,1,1,1,3,1,0,0,2,2
2018,1216.35307,1,1,2,1,7,2,88,1,4,3,4,1,2,0,1,4,2,1,1,2,3
2018,1666.92018,1,1,2,1,1,1,7,2,4,1,4,3,1,3,1,3,1,1,1,2,4
2018,6481.50096,2,1,2,1,4,1,1,3,2,1,4,2,2,0,1,1,1,0,0,2,3
2018,910.417,1,1,2,1,7,4,3,4,4,1,3,2,1,3,1,3,1,0,0,2,1
2018,3790.61057,2,1,2,1,1,1,3,1,3,2,2,1,2,0,1,4,2,1,2,1,1
2018,3790.61057,2,1,2,1,1,1,3,1,3,2,2,1,1,3,1,3,1,1,2,1,1
2018,3719.9466,1,2,2,2,8,4,5,0,3,2,3,1,1,1,1,2,1,0,0,2,1
2018,689.11703,1,1,2,1,8,3,7,1,2,2,4,2,3,5,1,1,1,1,1,2,3
2018,808.204,2,1,2,1,7,2,7,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2018,933.37893,2,2,2,2,6,1,2,3,2,1,3,2,1,2,1,2,1,0,0,2,3
2018,610.74963,2,1,2,1,3,1,2,3,2,1,3,2,2,0,1,4,2,0,0,2,1
2018,610.74963,2,1,2,1,3,1,2,3,2,1,3,2,2,0,1,1,1,1,1,2,2
2018,2232.68753,2,2,2,2,1,1,2,0,2,3,5,1,2,0,1,4,2,0,0,2,3
2018,824.2145,2,1,1,4,5,2,5,1,2,2,5,1,1,2,1,2,1,1,2,1,1
2018,903.76337,1,1,2,1,6,2,5,1,2,2,3,2,2,0,1,4,2,0,0,2,3
2018,1888.52372,1,1,2,1,4,1,7,1,2,2,4,2,2,0,1,4,2,0,0,2,3
2018,1276.02509,2,1,2,1,8,4,88,4,2,1,4,2,2,0,1,4,2,0,0,2,1
2018,2417.59304,2,2,2,2,6,5,2,3,2,1,3,2,2,0,1,4,2,0,0,2,1
2018,4434.77991,1,2,2,2,2,1,2,3,2,1,6,2,1,1,1,3,1,0,0,2,3
2018,851.34233,1,1,2,1,6,2,7,0,2,2,4,1,3,5,1,4,2,0,0,2,1
2018,3039.82008,2,1,2,1,6,4,88,0,3,2,4,3,2,0,1,4,2,0,0,2,5
2018,1641.78187,2,1,2,1,3,2,7,0,3,2,4,2,2,0,1,4,2,0,0,2,5
2018,1583.24025,1,1,2,1,6,1,3,0,2,2,3,2,1,2,1,3,1,0,0,2,3
2018,1046.52613,2,1,2,1,6,1,6,1,2,1,6,2,2,0,1,4,2,0,0,2,3
2018,1344.27317,2,1,2,1,7,4,2,5,4,1,4,2,3,5,1,1,1,1,1,2,1
2018,1344.27317,2,1,2,1,7,4,2,5,4,1,4,2,3,5,1,1,1,0,0,2,1
2018,1344.27317,2,1,2,1,7,4,2,5,4,1,4,2,3,5,1,1,1,0,0,2,1
2018,1344.27317,2,1,2,1,7,4,2,5,4,1,4,2,3,5,1,1,1,0,0,2,1
2018,1344.27317,2,1,2,1,7,4,2,5,4,1,4,2,3,5,1,1,1,0,0,2,1
2018,1050.00037,2,1,2,1,6,1,3,4,4,1,4,2,1,1,1,3,1,0,0,2,3
2018,1187.34606,1,1,2,1,6,2,88,0,2,3,3,1,1,1,1,3,1,0,0,2,3
2018,1893.75911,1,1,2,1,5,4,6,1,2,3,3,2,1,3,1,3,1,0,0,2,1
2018,984.87584,2,1,2,1,5,1,88,1,2,2,1,1,1,3,1,3,1,1,2,1,2
2018,984.87584,2,1,2,1,5,1,88,1,2,2,1,1,2,0,1,4,2,1,2,1,2
2018,1514.65561,1,1,2,1,6,2,7,0,4,2,4,1,2,0,1,4,2,0,0,2,3
2018,962.32911,1,3,2,3,5,1,6,1,3,2,4,1,3,5,1,2,1,0,0,2,5
2018,412.05478,1,1,2,1,8,2,88,0,3,2,4,2,3,5,1,4,2,0,0,2,1
2018,1646.26107,2,2,2,2,5,5,2,1,1,2,3,1,2,0,1,2,1,1,2,2,3
2018,5032.7559,2,1,2,1,7,1,7,1,3,2,3,1,2,0,1,4,2,0,0,1,5
2018,1442.63376,1,1,2,1,8,1,2,0,1,2,4,2,2,0,1,4,2,0,0,2,1
2018,409.4497,1,1,2,1,6,2,7,0,3,3,6,2,2,0,1,4,2,0,0,2,5
2018,1326.36678,1,1,2,1,7,2,7,1,4,1,4,1,3,5,1,4,2,0,0,2,3
2018,595.03902,2,1,2,1,4,1,88,1,3,1,1,2,2,0,1,1,1,0,0,1,1
2018,652.82937,1,2,2,2,7,4,7,1,3,2,3,2,2,0,1,4,2,0,0,2,3
2018,346.27997,2,1,2,1,6,4,4,1,2,2,3,3,2,0,1,4,2,0,0,2,1
2018,1401.80991,1,1,2,1,1,1,4,0,2,3,3,2,1,4,1,2,1,1,2,2,1
2018,921.90792,2,1,2,1,6,4,5,4,4,1,4,1,2,0,1,4,2,0,0,1,1
2018,634.52474,2,1,2,1,7,4,2,2,4,1,1,2,2,0,1,1,1,0,0,2,5
2018,927.06659,1,1,2,1,7,5,7,4,4,1,4,2,2,0,1,4,2,0,0,2,1
2018,1832.62414,1,1,2,1,5,1,7,0,4,3,4,2,2,0,1,4,2,0,0,2,3
2018,1832.62414,1,1,2,1,5,1,7,0,4,3,4,2,2,0,1,4,2,0,0,2,2
2018,1832.62414,1,1,2,1,5,1,7,0,4,3,6,2,2,0,1,4,2,0,0,2,3
2018,2217.53841,1,3,2,3,1,1,7,1,4,2,3,2,3,5,1,4,2,1,2,2,4
2018,1110.05735,1,1,2,1,6,2,88,0,4,2,3,1,1,1,1,3,1,0,0,2,3
2018,3271.2701,1,1,2,1,4,1,6,1,4,3,4,1,2,0,1,4,2,0,0,2,3
2018,3271.2701,1,1,2,1,4,1,6,1,4,3,4,1,1,3,1,3,1,0,0,2,3
2018,878.95794,2,1,2,1,5,5,3,1,4,1,1,1,1,3,1,3,1,1,1,1,1
2018,4437.15993,1,3,2,3,7,4,6,0,3,2,3,2,2,0,1,4,2,0,0,2,3
2018,1019.32483,2,1,2,1,7,4,7,0,4,2,4,2,2,0,1,4,2,0,0,2,3
2018,1378.62878,1,1,1,4,1,1,6,1,4,1,3,3,2,0,1,4,2,1,2,2,4
2018,1268.39028,1,1,2,1,5,1,2,2,4,1,3,2,2,0,1,1,1,1,1,2,1
2018,1406.90272,2,3,2,3,4,1,88,2,4,1,4,2,1,2,1,1,1,1,2,2,3
2018,1498.06648,2,3,2,3,8,3,3,1,3,2,2,1,2,0,1,4,2,1,2,2,1
2018,1498.06648,2,3,2,3,8,3,3,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2018,1498.06648,2,3,2,3,8,3,3,1,3,2,2,2,2,0,1,4,2,0,0,2,1
2018,1399.53792,2,1,2,1,7,4,7,5,1,1,2,1,2,0,1,4,2,0,0,1,1
2018,783.87972,1,1,2,1,5,2,7,0,3,3,6,1,2,0,1,4,2,0,0,2,3
2018,783.87972,1,1,2,1,5,2,7,0,3,3,6,2,2,0,1,4,2,0,0,2,3
2018,783.87972,1,1,2,1,5,2,7,0,3,3,6,2,2,0,1,4,2,0,0,2,3
2018,989.46129,2,1,2,1,4,2,7,1,3,1,4,1,2,0,1,4,2,0,0,2,3
2018,2009.43344,1,2,2,2,6,5,5,1,3,2,3,2,2,0,1,4,2,0,0,2,1
2018,2060.59808,1,1,1,4,6,2,88,5,3,1,4,2,2,0,1,4,2,0,0,2,3
2018,2541.44021,1,1,2,1,7,2,4,0,1,2,3,1,2,0,1,4,2,0,0,2,5
2018,1665.93964,2,1,2,1,6,4,2,0,3,3,2,1,1,1,1,3,1,0,0,2,1
2018,1665.93964,2,1,2,1,6,4,2,0,3,3,2,2,1,1,1,3,1,1,2,2,1
2018,1343.41058,1,3,2,3,7,2,3,0,3,2,3,2,2,0,1,4,2,1,1,2,3
2018,2220.7687,2,1,1,4,7,3,4,4,3,1,3,2,2,0,1,4,2,0,0,2,1
2018,16374.5063,1,1,2,1,5,1,2,5,3,1,4,2,3,5,1,4,2,0,0,2,3
2018,4732.229,2,1,1,4,7,2,7,5,3,1,5,1,1,1,1,2,1,0,0,2,1
2018,1905.08736,2,1,2,1,4,1,1,1,1,3,3,1,3,5,1,4,2,0,0,2,3
2018,3458.7372,2,1,2,1,8,3,6,1,3,3,3,2,1,2,1,2,1,0,0,2,1
2018,3132.81359,2,1,2,1,2,1,7,0,3,3,3,1,2,0,1,4,2,1,2,2,4
